,GAME_ID,TEAM_ID_A,TEAM_NAME_A,TEAM_ABBREVIATION_A,TEAM_CITY_A,MIN_A,EFG_PCT_A,FTA_RATE_A,TM_TOV_PCT_A,OREB_PCT_A,OPP_EFG_PCT_A,OPP_FTA_RATE_A,OPP_TOV_PCT_A,OPP_OREB_PCT_A,TEAM_ID_B,TEAM_NAME_B,TEAM_ABBREVIATION_B,TEAM_CITY_B,MIN_B,EFG_PCT_B,FTA_RATE_B,TM_TOV_PCT_B,OREB_PCT_B,OPP_EFG_PCT_B,OPP_FTA_RATE_B,OPP_TOV_PCT_B,OPP_OREB_PCT_B
1,0021701173,1610612740,Pelicans,NOP,New Orleans,240:00,0.616,0.221,0.178,0.268,0.452,0.161,0.192,0.383,1610612763,Grizzlies,MEM,Memphis,240:00,0.452,0.161,0.192,0.183,0.616,0.221,0.178,0.341
2,0021701173,1610612763,Grizzlies,MEM,Memphis,240:00,0.452,0.161,0.192,0.183,0.616,0.221,0.178,0.341,1610612740,Pelicans,NOP,New Orleans,240:00,0.616,0.221,0.178,0.268,0.452,0.161,0.192,0.383
1,0021701171,1610612761,Raptors,TOR,Toronto,240:00,0.489,0.087,0.116,0.231,0.353,0.373,0.176,0.25,1610612738,Celtics,BOS,Boston,240:00,0.353,0.373,0.176,0.154,0.489,0.087,0.116,0.288
2,0021701171,1610612738,Celtics,BOS,Boston,240:00,0.353,0.373,0.176,0.154,0.489,0.087,0.116,0.288,1610612761,Raptors,TOR,Toronto,240:00,0.489,0.087,0.116,0.231,0.353,0.373,0.176,0.25
1,0021701170,1610612753,Magic,ORL,Orlando,240:00,0.5,0.314,0.131,0.24,0.494,0.191,0.123,0.308,1610612742,Mavericks,DAL,Dallas,240:00,0.494,0.191,0.123,0.212,0.5,0.314,0.131,0.34
2,0021701170,1610612742,Mavericks,DAL,Dallas,240:00,0.494,0.191,0.123,0.212,0.5,0.314,0.131,0.34,1610612753,Magic,ORL,Orlando,240:00,0.5,0.314,0.131,0.24,0.494,0.191,0.123,0.308
1,0021701172,1610612748,Heat,MIA,Miami,240:00,0.537,0.181,0.116,0.185,0.417,0.189,0.155,0.23,1610612737,Hawks,ATL,Atlanta,240:00,0.417,0.189,0.155,0.164,0.537,0.181,0.116,0.259
2,0021701172,1610612737,Hawks,ATL,Atlanta,240:00,0.417,0.189,0.155,0.164,0.537,0.181,0.116,0.259,1610612748,Heat,MIA,Miami,240:00,0.537,0.181,0.116,0.185,0.417,0.189,0.155,0.23
1,0021701161,1610612764,Wizards,WAS,Washington,240:00,0.611,0.319,0.177,0.077,0.607,0.321,0.123,0.267,1610612745,Rockets,HOU,Houston,240:00,0.607,0.321,0.123,0.222,0.611,0.319,0.177,0.077
2,0021701161,1610612745,Rockets,HOU,Houston,240:00,0.607,0.321,0.123,0.222,0.611,0.319,0.177,0.077,1610612764,Wizards,WAS,Washington,240:00,0.611,0.319,0.177,0.077,0.607,0.321,0.123,0.267
1,0021701163,1610612760,Thunder,OKC,Oklahoma City,240:00,0.425,0.398,0.155,0.355,0.542,0.289,0.129,0.163,1610612744,Warriors,GSW,Golden State,240:00,0.542,0.289,0.129,0.14,0.425,0.398,0.155,0.419
2,0021701163,1610612744,Warriors,GSW,Golden State,240:00,0.542,0.289,0.129,0.14,0.425,0.398,0.155,0.419,1610612760,Thunder,OKC,Oklahoma City,240:00,0.425,0.398,0.155,0.355,0.542,0.289,0.129,0.163
1,0021701166,1610612762,Jazz,UTA,Utah,240:00,0.562,0.303,0.139,0.269,0.581,0.486,0.162,0.186,1610612747,Lakers,LAL,Los Angeles,240:00,0.581,0.486,0.162,0.163,0.562,0.303,0.139,0.346
2,0021701166,1610612747,Lakers,LAL,Los Angeles,240:00,0.581,0.486,0.162,0.163,0.562,0.303,0.139,0.346,1610612762,Jazz,UTA,Utah,240:00,0.562,0.303,0.139,0.269,0.581,0.486,0.162,0.186
1,0021701168,1610612759,Spurs,SAS,San Antonio,240:00,0.489,0.318,0.117,0.196,0.482,0.524,0.144,0.38,1610612746,Clippers,LAC,LA,240:00,0.482,0.524,0.144,0.24,0.489,0.318,0.117,0.275
2,0021701168,1610612746,Clippers,LAC,LA,240:00,0.482,0.524,0.144,0.24,0.489,0.318,0.117,0.275,1610612759,Spurs,SAS,San Antonio,240:00,0.489,0.318,0.117,0.196,0.482,0.524,0.144,0.38
1,0021701164,1610612757,Trail Blazers,POR,Portland,240:00,0.506,0.276,0.123,0.102,0.549,0.217,0.07,0.157,1610612742,Mavericks,DAL,Dallas,240:00,0.549,0.217,0.07,0.157,0.506,0.276,0.123,0.224
2,0021701164,1610612742,Mavericks,DAL,Dallas,240:00,0.549,0.217,0.07,0.157,0.506,0.276,0.123,0.224,1610612757,Trail Blazers,POR,Portland,240:00,0.506,0.276,0.123,0.102,0.549,0.217,0.07,0.157
1,0021701157,1610612755,76ers,PHI,Philadelphia,240:00,0.599,0.198,0.098,0.163,0.525,0.284,0.17,0.143,1610612751,Nets,BKN,Brooklyn,240:00,0.525,0.284,0.17,0.054,0.599,0.198,0.098,0.186
2,0021701157,1610612751,Nets,BKN,Brooklyn,240:00,0.525,0.284,0.17,0.054,0.599,0.198,0.098,0.186,1610612755,76ers,PHI,Philadelphia,240:00,0.599,0.198,0.098,0.163,0.525,0.284,0.17,0.143
1,0021701156,1610612761,Raptors,TOR,Toronto,240:00,0.505,0.149,0.108,0.164,0.578,0.338,0.122,0.073,1610612739,Cavaliers,CLE,Cleveland,240:00,0.578,0.338,0.122,0.049,0.505,0.149,0.108,0.236
2,0021701156,1610612739,Cavaliers,CLE,Cleveland,240:00,0.578,0.338,0.122,0.049,0.505,0.149,0.108,0.236,1610612761,Raptors,TOR,Toronto,240:00,0.505,0.149,0.108,0.164,0.578,0.338,0.122,0.073
1,0021701159,1610612753,Magic,ORL,Orlando,240:00,0.483,0.205,0.115,0.208,0.372,0.14,0.125,0.214,1610612752,Knicks,NYK,New York,240:00,0.372,0.14,0.125,0.125,0.483,0.205,0.115,0.302
2,0021701159,1610612752,Knicks,NYK,New York,240:00,0.372,0.14,0.125,0.125,0.483,0.205,0.115,0.302,1610612753,Magic,ORL,Orlando,240:00,0.483,0.205,0.115,0.208,0.372,0.14,0.125,0.214
1,0021701167,1610612758,Kings,SAC,Sacramento,240:00,0.433,0.258,0.101,0.167,0.494,0.429,0.149,0.239,1610612756,Suns,PHX,Phoenix,240:00,0.494,0.429,0.149,0.13,0.433,0.258,0.101,0.217
2,0021701167,1610612756,Suns,PHX,Phoenix,240:00,0.494,0.429,0.149,0.13,0.433,0.258,0.101,0.217,1610612758,Kings,SAC,Sacramento,240:00,0.433,0.258,0.101,0.167,0.494,0.429,0.149,0.239
1,0021701165,1610612754,Pacers,IND,Indiana,240:00,0.542,0.19,0.133,0.136,0.517,0.225,0.159,0.347,1610612743,Nuggets,DEN,Denver,240:00,0.517,0.225,0.159,0.265,0.542,0.19,0.133,0.159
2,0021701165,1610612743,Nuggets,DEN,Denver,240:00,0.517,0.225,0.159,0.265,0.542,0.19,0.133,0.159,1610612754,Pacers,IND,Indiana,240:00,0.542,0.19,0.133,0.136,0.517,0.225,0.159,0.347
1,0021701158,1610612748,Heat,MIA,Miami,240:00,0.495,0.143,0.14,0.216,0.494,0.17,0.179,0.283,1610612737,Hawks,ATL,Atlanta,240:00,0.494,0.17,0.179,0.226,0.495,0.143,0.14,0.255
2,0021701158,1610612737,Hawks,ATL,Atlanta,240:00,0.494,0.17,0.179,0.226,0.495,0.143,0.14,0.255,1610612748,Heat,MIA,Miami,240:00,0.495,0.143,0.14,0.216,0.494,0.17,0.179,0.283
1,0021701160,1610612741,Bulls,CHI,Chicago,240:00,0.54,0.182,0.077,0.2,0.574,0.346,0.194,0.283,1610612766,Hornets,CHA,Charlotte,240:00,0.574,0.346,0.194,0.217,0.54,0.182,0.077,0.255
2,0021701160,1610612766,Hornets,CHA,Charlotte,240:00,0.574,0.346,0.194,0.217,0.54,0.182,0.077,0.255,1610612741,Bulls,CHI,Chicago,240:00,0.54,0.182,0.077,0.2,0.574,0.346,0.194,0.283
1,0021701162,1610612749,Bucks,MIL,Milwaukee,240:00,0.576,0.266,0.159,0.243,0.512,0.296,0.172,0.267,1610612738,Celtics,BOS,Boston,240:00,0.512,0.296,0.172,0.222,0.576,0.266,0.159,0.27
2,0021701162,1610612738,Celtics,BOS,Boston,240:00,0.512,0.296,0.172,0.222,0.576,0.266,0.159,0.27,1610612749,Bucks,MIL,Milwaukee,240:00,0.576,0.266,0.159,0.243,0.512,0.296,0.172,0.267
1,0021701154,1610612757,Trail Blazers,POR,Portland,240:00,0.536,0.298,0.139,0.178,0.506,0.136,0.168,0.245,1610612763,Grizzlies,MEM,Memphis,240:00,0.506,0.136,0.168,0.184,0.536,0.298,0.139,0.244
2,0021701154,1610612763,Grizzlies,MEM,Memphis,240:00,0.506,0.136,0.168,0.184,0.536,0.298,0.139,0.244,1610612757,Trail Blazers,POR,Portland,240:00,0.536,0.298,0.139,0.178,0.506,0.136,0.168,0.245
1,0021701146,1610612746,Clippers,LAC,LA,240:00,0.567,0.171,0.146,0.293,0.552,0.244,0.121,0.422,1610612754,Pacers,IND,Indiana,240:00,0.552,0.244,0.121,0.333,0.567,0.171,0.146,0.317
2,0021701146,1610612754,Pacers,IND,Indiana,240:00,0.552,0.244,0.121,0.333,0.567,0.171,0.146,0.317,1610612746,Clippers,LAC,LA,240:00,0.567,0.171,0.146,0.293,0.552,0.244,0.121,0.422
1,0021701149,1610612742,Mavericks,DAL,Dallas,240:00,0.487,0.139,0.158,0.085,0.476,0.271,0.114,0.25,1610612739,Cavaliers,CLE,Cleveland,240:00,0.476,0.271,0.114,0.192,0.487,0.139,0.158,0.128
2,0021701149,1610612739,Cavaliers,CLE,Cleveland,240:00,0.476,0.271,0.114,0.192,0.487,0.139,0.158,0.128,1610612742,Mavericks,DAL,Dallas,240:00,0.487,0.139,0.158,0.085,0.476,0.271,0.114,0.25
1,0021701152,1610612749,Bucks,MIL,Milwaukee,265:00,0.51,0.27,0.082,0.196,0.506,0.511,0.154,0.345,1610612743,Nuggets,DEN,Denver,265:00,0.506,0.511,0.154,0.309,0.51,0.27,0.082,0.25
2,0021701152,1610612743,Nuggets,DEN,Denver,265:00,0.506,0.511,0.154,0.309,0.51,0.27,0.082,0.25,1610612749,Bucks,MIL,Milwaukee,265:00,0.51,0.27,0.082,0.196,0.506,0.511,0.154,0.345
1,0021701143,1610612755,76ers,PHI,Philadelphia,240:00,0.585,0.106,0.133,0.152,0.457,0.415,0.154,0.245,1610612766,Hornets,CHA,Charlotte,240:00,0.457,0.415,0.154,0.17,0.585,0.106,0.133,0.283
2,0021701143,1610612766,Hornets,CHA,Charlotte,240:00,0.457,0.415,0.154,0.17,0.585,0.106,0.133,0.283,1610612755,76ers,PHI,Philadelphia,240:00,0.585,0.106,0.133,0.152,0.457,0.415,0.154,0.245
1,0021701148,1610612765,Pistons,DET,Detroit,240:00,0.494,0.381,0.111,0.2,0.494,0.172,0.12,0.167,1610612751,Nets,BKN,Brooklyn,240:00,0.494,0.172,0.12,0.111,0.494,0.381,0.111,0.24
2,0021701148,1610612751,Nets,BKN,Brooklyn,240:00,0.494,0.172,0.12,0.111,0.494,0.381,0.111,0.24,1610612765,Pistons,DET,Detroit,240:00,0.494,0.381,0.111,0.2,0.494,0.172,0.12,0.167
1,0021701153,1610612756,Suns,PHX,Phoenix,240:00,0.517,0.178,0.146,0.176,0.612,0.101,0.149,0.19,1610612744,Warriors,GSW,Golden State,240:00,0.612,0.101,0.149,0.167,0.517,0.178,0.146,0.216
2,0021701153,1610612744,Warriors,GSW,Golden State,240:00,0.612,0.101,0.149,0.167,0.517,0.178,0.146,0.216,1610612756,Suns,PHX,Phoenix,240:00,0.517,0.178,0.146,0.176,0.612,0.101,0.149,0.19
1,0021701145,1610612759,Spurs,SAS,San Antonio,240:00,0.531,0.259,0.099,0.174,0.383,0.377,0.109,0.241,1610612745,Rockets,HOU,Houston,240:00,0.383,0.377,0.109,0.148,0.531,0.259,0.099,0.217
2,0021701145,1610612745,Rockets,HOU,Houston,240:00,0.383,0.377,0.109,0.148,0.531,0.259,0.099,0.217,1610612759,Spurs,SAS,San Antonio,240:00,0.531,0.259,0.099,0.174,0.383,0.377,0.109,0.241
1,0021701144,1610612764,Wizards,WAS,Washington,240:00,0.506,0.148,0.175,0.136,0.634,0.159,0.172,0.244,1610612741,Bulls,CHI,Chicago,240:00,0.634,0.159,0.172,0.146,0.506,0.148,0.175,0.182
2,0021701144,1610612741,Bulls,CHI,Chicago,240:00,0.634,0.159,0.172,0.146,0.506,0.148,0.175,0.182,1610612764,Wizards,WAS,Washington,240:00,0.506,0.148,0.175,0.136,0.634,0.159,0.172,0.244
1,0021701147,1610612753,Magic,ORL,Orlando,240:00,0.396,0.135,0.052,0.172,0.547,0.012,0.166,0.205,1610612737,Hawks,ATL,Atlanta,240:00,0.547,0.012,0.166,0.114,0.396,0.135,0.052,0.234
2,0021701147,1610612737,Hawks,ATL,Atlanta,240:00,0.547,0.012,0.166,0.114,0.396,0.135,0.052,0.234,1610612753,Magic,ORL,Orlando,240:00,0.396,0.135,0.052,0.172,0.547,0.012,0.166,0.205
1,0021701155,1610612758,Kings,SAC,Sacramento,240:00,0.418,0.152,0.105,0.213,0.447,0.333,0.165,0.271,1610612747,Lakers,LAL,Los Angeles,240:00,0.447,0.333,0.165,0.208,0.418,0.152,0.105,0.311
2,0021701155,1610612747,Lakers,LAL,Los Angeles,240:00,0.447,0.333,0.165,0.208,0.418,0.152,0.105,0.311,1610612758,Kings,SAC,Sacramento,240:00,0.418,0.152,0.105,0.213,0.447,0.333,0.165,0.271
1,0021701150,1610612760,Thunder,OKC,Oklahoma City,240:00,0.479,0.263,0.164,0.241,0.524,0.277,0.196,0.17,1610612740,Pelicans,NOP,New Orleans,240:00,0.524,0.277,0.196,0.149,0.479,0.263,0.164,0.328
2,0021701150,1610612740,Pelicans,NOP,New Orleans,240:00,0.524,0.277,0.196,0.149,0.479,0.263,0.164,0.328,1610612760,Thunder,OKC,Oklahoma City,240:00,0.479,0.263,0.164,0.241,0.524,0.277,0.196,0.17
1,0021701151,1610612762,Jazz,UTA,Utah,240:00,0.678,0.329,0.173,0.176,0.467,0.156,0.136,0.226,1610612750,Timberwolves,MIN,Minnesota,240:00,0.467,0.156,0.136,0.132,0.678,0.329,0.173,0.206
2,0021701151,1610612750,Timberwolves,MIN,Minnesota,240:00,0.467,0.156,0.136,0.132,0.678,0.329,0.173,0.206,1610612762,Jazz,UTA,Utah,240:00,0.678,0.329,0.173,0.176,0.467,0.156,0.136,0.226
1,0021701140,1610612761,Raptors,TOR,Toronto,240:00,0.513,0.275,0.157,0.196,0.494,0.307,0.061,0.25,1610612738,Celtics,BOS,Boston,240:00,0.494,0.307,0.061,0.154,0.513,0.275,0.157,0.217
2,0021701140,1610612738,Celtics,BOS,Boston,240:00,0.494,0.307,0.061,0.154,0.513,0.275,0.157,0.217,1610612761,Raptors,TOR,Toronto,240:00,0.513,0.275,0.157,0.196,0.494,0.307,0.061,0.25
1,0021701138,1610612764,Wizards,WAS,Washington,240:00,0.557,0.136,0.127,0.224,0.494,0.351,0.175,0.298,1610612766,Hornets,CHA,Charlotte,240:00,0.494,0.351,0.175,0.191,0.557,0.136,0.127,0.224
2,0021701138,1610612766,Hornets,CHA,Charlotte,240:00,0.494,0.351,0.175,0.191,0.557,0.136,0.127,0.224,1610612764,Wizards,WAS,Washington,240:00,0.557,0.136,0.127,0.224,0.494,0.351,0.175,0.298
1,0021701139,1610612752,Knicks,NYK,New York,240:00,0.544,0.132,0.138,0.184,0.576,0.259,0.096,0.25,1610612765,Pistons,DET,Detroit,240:00,0.576,0.259,0.096,0.227,0.544,0.132,0.138,0.306
2,0021701139,1610612765,Pistons,DET,Detroit,240:00,0.576,0.259,0.096,0.227,0.544,0.132,0.138,0.306,1610612752,Knicks,NYK,New York,240:00,0.544,0.132,0.138,0.184,0.576,0.259,0.096,0.25
1,0021701142,1610612758,Kings,SAC,Sacramento,240:00,0.46,0.218,0.159,0.212,0.548,0.337,0.11,0.213,1610612744,Warriors,GSW,Golden State,240:00,0.548,0.337,0.11,0.128,0.46,0.218,0.159,0.288
2,0021701142,1610612744,Warriors,GSW,Golden State,240:00,0.548,0.337,0.11,0.128,0.46,0.218,0.159,0.288,1610612758,Kings,SAC,Sacramento,240:00,0.46,0.218,0.159,0.212,0.548,0.337,0.11,0.213
1,0021701141,1610612748,Heat,MIA,Miami,265:00,0.489,0.221,0.16,0.189,0.484,0.308,0.15,0.208,1610612751,Nets,BKN,Brooklyn,265:00,0.484,0.308,0.15,0.132,0.489,0.221,0.16,0.245
2,0021701141,1610612751,Nets,BKN,Brooklyn,265:00,0.484,0.308,0.15,0.132,0.489,0.221,0.16,0.245,1610612748,Heat,MIA,Miami,265:00,0.489,0.221,0.16,0.189,0.484,0.308,0.15,0.208
1,0021701132,1610612756,Suns,PHX,Phoenix,240:00,0.56,0.155,0.181,0.178,0.519,0.358,0.104,0.18,1610612745,Rockets,HOU,Houston,240:00,0.519,0.358,0.104,0.16,0.56,0.155,0.181,0.289
2,0021701132,1610612745,Rockets,HOU,Houston,240:00,0.519,0.358,0.104,0.16,0.56,0.155,0.181,0.289,1610612756,Suns,PHX,Phoenix,240:00,0.56,0.155,0.181,0.178,0.519,0.358,0.104,0.18
1,0021701137,1610612757,Trail Blazers,POR,Portland,240:00,0.474,0.168,0.11,0.241,0.427,0.393,0.097,0.322,1610612746,Clippers,LAC,LA,240:00,0.427,0.393,0.097,0.186,0.474,0.168,0.11,0.315
2,0021701137,1610612746,Clippers,LAC,LA,240:00,0.427,0.393,0.097,0.186,0.474,0.168,0.11,0.315,1610612757,Trail Blazers,POR,Portland,240:00,0.474,0.168,0.11,0.241,0.427,0.393,0.097,0.322
1,0021701130,1610612755,76ers,PHI,Philadelphia,240:00,0.484,0.137,0.141,0.161,0.401,0.149,0.155,0.294,1610612737,Hawks,ATL,Atlanta,240:00,0.401,0.149,0.155,0.221,0.484,0.137,0.141,0.179
2,0021701130,1610612737,Hawks,ATL,Atlanta,240:00,0.401,0.149,0.155,0.221,0.484,0.137,0.141,0.179,1610612755,76ers,PHI,Philadelphia,240:00,0.484,0.137,0.141,0.161,0.401,0.149,0.155,0.294
1,0021701136,1610612749,Bucks,MIL,Milwaukee,265:00,0.537,0.298,0.117,0.151,0.553,0.266,0.174,0.314,1610612747,Lakers,LAL,Los Angeles,265:00,0.553,0.266,0.174,0.294,0.537,0.298,0.117,0.208
2,0021701136,1610612747,Lakers,LAL,Los Angeles,265:00,0.553,0.266,0.174,0.294,0.537,0.298,0.117,0.208,1610612749,Bucks,MIL,Milwaukee,265:00,0.537,0.298,0.117,0.151,0.553,0.266,0.174,0.314
1,0021701133,1610612760,Thunder,OKC,Oklahoma City,265:00,0.509,0.25,0.073,0.254,0.574,0.223,0.141,0.298,1610612743,Nuggets,DEN,Denver,265:00,0.574,0.223,0.141,0.255,0.509,0.25,0.073,0.31
2,0021701133,1610612743,Nuggets,DEN,Denver,265:00,0.574,0.223,0.141,0.255,0.509,0.25,0.073,0.31,1610612760,Thunder,OKC,Oklahoma City,265:00,0.509,0.25,0.073,0.254,0.574,0.223,0.141,0.298
1,0021701134,1610612750,Timberwolves,MIN,Minnesota,240:00,0.47,0.205,0.106,0.12,0.506,0.081,0.144,0.163,1610612742,Mavericks,DAL,Dallas,240:00,0.506,0.081,0.144,0.122,0.47,0.205,0.106,0.12
2,0021701134,1610612742,Mavericks,DAL,Dallas,240:00,0.506,0.081,0.144,0.122,0.47,0.205,0.106,0.12,1610612750,Timberwolves,MIN,Minnesota,240:00,0.47,0.205,0.106,0.12,0.506,0.081,0.144,0.163
1,0021701135,1610612762,Jazz,UTA,Utah,240:00,0.622,0.351,0.178,0.179,0.537,0.185,0.157,0.273,1610612763,Grizzlies,MEM,Memphis,240:00,0.537,0.185,0.157,0.159,0.622,0.351,0.178,0.282
2,0021701135,1610612763,Grizzlies,MEM,Memphis,240:00,0.537,0.185,0.157,0.159,0.622,0.351,0.178,0.282,1610612762,Jazz,UTA,Utah,240:00,0.622,0.351,0.178,0.179,0.537,0.185,0.157,0.273
1,0021701129,1610612753,Magic,ORL,Orlando,240:00,0.367,0.149,0.129,0.188,0.44,0.274,0.17,0.241,1610612741,Bulls,CHI,Chicago,240:00,0.44,0.274,0.17,0.19,0.367,0.149,0.129,0.25
2,0021701129,1610612741,Bulls,CHI,Chicago,240:00,0.44,0.274,0.17,0.19,0.367,0.149,0.129,0.25,1610612753,Magic,ORL,Orlando,240:00,0.367,0.149,0.129,0.188,0.44,0.274,0.17,0.241
1,0021701131,1610612740,Pelicans,NOP,New Orleans,240:00,0.545,0.067,0.115,0.149,0.533,0.167,0.102,0.25,1610612739,Cavaliers,CLE,Cleveland,240:00,0.533,0.167,0.102,0.188,0.545,0.067,0.115,0.17
2,0021701131,1610612739,Cavaliers,CLE,Cleveland,240:00,0.533,0.167,0.102,0.188,0.545,0.067,0.115,0.17,1610612740,Pelicans,NOP,New Orleans,240:00,0.545,0.067,0.115,0.149,0.533,0.167,0.102,0.25
1,0021701126,1610612759,Spurs,SAS,San Antonio,240:00,0.5,0.37,0.183,0.275,0.5,0.247,0.151,0.26,1610612760,Thunder,OKC,Oklahoma City,240:00,0.5,0.247,0.151,0.2,0.5,0.37,0.183,0.333
2,0021701126,1610612760,Thunder,OKC,Oklahoma City,240:00,0.5,0.247,0.151,0.2,0.5,0.37,0.183,0.333,1610612759,Spurs,SAS,San Antonio,240:00,0.5,0.37,0.183,0.275,0.5,0.247,0.151,0.26
1,0021701125,1610612748,Heat,MIA,Miami,240:00,0.494,0.293,0.166,0.149,0.4,0.289,0.171,0.35,1610612741,Bulls,CHI,Chicago,240:00,0.4,0.289,0.171,0.233,0.494,0.293,0.166,0.17
2,0021701125,1610612741,Bulls,CHI,Chicago,240:00,0.4,0.289,0.171,0.233,0.494,0.293,0.166,0.17,1610612748,Heat,MIA,Miami,240:00,0.494,0.293,0.166,0.149,0.4,0.289,0.171,0.35
1,0021701128,1610612749,Bucks,MIL,Milwaukee,240:00,0.615,0.115,0.159,0.179,0.613,0.2,0.193,0.059,1610612744,Warriors,GSW,Golden State,240:00,0.613,0.2,0.193,0.059,0.615,0.115,0.159,0.231
2,0021701128,1610612744,Warriors,GSW,Golden State,240:00,0.613,0.2,0.193,0.059,0.615,0.115,0.159,0.231,1610612749,Bucks,MIL,Milwaukee,240:00,0.615,0.115,0.159,0.179,0.613,0.2,0.193,0.059
1,0021701124,1610612764,Wizards,WAS,Washington,240:00,0.449,0.169,0.152,0.231,0.524,0.238,0.179,0.313,1610612765,Pistons,DET,Detroit,240:00,0.524,0.238,0.179,0.208,0.449,0.169,0.152,0.269
2,0021701124,1610612765,Pistons,DET,Detroit,240:00,0.524,0.238,0.179,0.208,0.449,0.169,0.152,0.269,1610612764,Wizards,WAS,Washington,240:00,0.449,0.169,0.152,0.231,0.524,0.238,0.179,0.313
1,0021701127,1610612758,Kings,SAC,Sacramento,240:00,0.622,0.115,0.192,0.154,0.55,0.25,0.109,0.244,1610612754,Pacers,IND,Indiana,240:00,0.55,0.25,0.109,0.171,0.622,0.115,0.192,0.308
2,0021701127,1610612754,Pacers,IND,Indiana,240:00,0.55,0.25,0.109,0.171,0.622,0.115,0.192,0.308,1610612758,Kings,SAC,Sacramento,240:00,0.622,0.115,0.192,0.154,0.55,0.25,0.109,0.244
1,0021701122,1610612756,Suns,PHX,Phoenix,240:00,0.489,0.205,0.139,0.17,0.588,0.313,0.208,0.286,1610612746,Clippers,LAC,LA,240:00,0.588,0.313,0.208,0.262,0.489,0.205,0.139,0.208
2,0021701122,1610612746,Clippers,LAC,LA,240:00,0.588,0.313,0.208,0.262,0.489,0.205,0.139,0.208,1610612756,Suns,PHX,Phoenix,240:00,0.489,0.205,0.139,0.17,0.588,0.313,0.208,0.286
1,0021701120,1610612750,Timberwolves,MIN,Minnesota,240:00,0.606,0.233,0.124,0.163,0.617,0.299,0.186,0.184,1610612737,Hawks,ATL,Atlanta,240:00,0.617,0.299,0.186,0.105,0.606,0.233,0.124,0.209
2,0021701120,1610612737,Hawks,ATL,Atlanta,240:00,0.617,0.299,0.186,0.105,0.606,0.233,0.124,0.209,1610612750,Timberwolves,MIN,Minnesota,240:00,0.606,0.233,0.124,0.163,0.617,0.299,0.186,0.184
1,0021701118,1610612755,76ers,PHI,Philadelphia,240:00,0.505,0.276,0.111,0.241,0.431,0.277,0.151,0.226,1610612752,Knicks,NYK,New York,240:00,0.431,0.277,0.151,0.161,0.505,0.276,0.111,0.276
2,0021701118,1610612752,Knicks,NYK,New York,240:00,0.431,0.277,0.151,0.161,0.505,0.276,0.111,0.276,1610612755,76ers,PHI,Philadelphia,240:00,0.505,0.276,0.111,0.241,0.431,0.277,0.151,0.226
1,0021701123,1610612747,Lakers,LAL,Los Angeles,240:00,0.526,0.416,0.151,0.152,0.47,0.226,0.113,0.151,1610612742,Mavericks,DAL,Dallas,240:00,0.47,0.226,0.113,0.113,0.526,0.416,0.151,0.217
2,0021701123,1610612742,Mavericks,DAL,Dallas,240:00,0.47,0.226,0.113,0.113,0.526,0.416,0.151,0.217,1610612747,Lakers,LAL,Los Angeles,240:00,0.526,0.416,0.151,0.152,0.47,0.226,0.113,0.151
1,0021701116,1610612739,Cavaliers,CLE,Cleveland,240:00,0.543,0.215,0.062,0.22,0.546,0.316,0.139,0.211,1610612766,Hornets,CHA,Charlotte,240:00,0.546,0.316,0.139,0.158,0.543,0.215,0.062,0.28
2,0021701116,1610612766,Hornets,CHA,Charlotte,240:00,0.546,0.316,0.139,0.158,0.543,0.215,0.062,0.28,1610612739,Cavaliers,CLE,Cleveland,240:00,0.543,0.215,0.062,0.22,0.546,0.316,0.139,0.211
1,0021701119,1610612757,Trail Blazers,POR,Portland,240:00,0.532,0.38,0.125,0.178,0.565,0.274,0.153,0.333,1610612763,Grizzlies,MEM,Memphis,240:00,0.565,0.274,0.153,0.229,0.532,0.38,0.125,0.2
2,0021701119,1610612763,Grizzlies,MEM,Memphis,240:00,0.565,0.274,0.153,0.229,0.532,0.38,0.125,0.2,1610612757,Trail Blazers,POR,Portland,240:00,0.532,0.38,0.125,0.178,0.565,0.274,0.153,0.333
1,0021701121,1610612762,Jazz,UTA,Utah,240:00,0.47,0.256,0.168,0.245,0.519,0.253,0.19,0.292,1610612738,Celtics,BOS,Boston,240:00,0.519,0.253,0.19,0.229,0.47,0.256,0.168,0.327
2,0021701121,1610612738,Celtics,BOS,Boston,240:00,0.519,0.253,0.19,0.229,0.47,0.256,0.168,0.327,1610612762,Jazz,UTA,Utah,240:00,0.47,0.256,0.168,0.245,0.519,0.253,0.19,0.292
1,0021701117,1610612753,Magic,ORL,Orlando,240:00,0.495,0.174,0.102,0.204,0.529,0.253,0.095,0.271,1610612751,Nets,BKN,Brooklyn,240:00,0.529,0.253,0.095,0.229,0.495,0.174,0.102,0.296
2,0021701117,1610612751,Nets,BKN,Brooklyn,240:00,0.529,0.253,0.095,0.229,0.495,0.174,0.102,0.296,1610612753,Magic,ORL,Orlando,240:00,0.495,0.174,0.102,0.204,0.529,0.253,0.095,0.271
1,0021701109,1610612761,Raptors,TOR,Toronto,240:00,0.582,0.098,0.094,0.196,0.545,0.157,0.132,0.34,1610612743,Nuggets,DEN,Denver,240:00,0.545,0.157,0.132,0.213,0.582,0.098,0.094,0.283
2,0021701109,1610612743,Nuggets,DEN,Denver,240:00,0.545,0.157,0.132,0.213,0.582,0.098,0.094,0.283,1610612761,Raptors,TOR,Toronto,240:00,0.582,0.098,0.094,0.196,0.545,0.157,0.132,0.34
