,GAME_ID,TEAM_ID_A,TEAM_NAME_A,TEAM_ABBREVIATION_A,TEAM_CITY_A,MIN_A,EFG_PCT_A,FTA_RATE_A,TM_TOV_PCT_A,OREB_PCT_A,OPP_EFG_PCT_A,OPP_FTA_RATE_A,OPP_TOV_PCT_A,OPP_OREB_PCT_A,TEAM_ID_B,TEAM_NAME_B,TEAM_ABBREVIATION_B,TEAM_CITY_B,MIN_B,EFG_PCT_B,FTA_RATE_B,TM_TOV_PCT_B,OREB_PCT_B,OPP_EFG_PCT_B,OPP_FTA_RATE_B,OPP_TOV_PCT_B,OPP_OREB_PCT_B
2,0021700204,1610612737,Hawks,ATL,Atlanta,240:00,0.734,0.203,0.198,0.281,0.386,0.227,0.123,0.23,1610612758,Kings,SAC,Sacramento,240:00,0.386,0.227,0.123,0.18,0.734,0.203,0.198,0.344
1,0021700214,1610612755,76ers,PHI,Philadelphia,240:00,0.529,0.349,0.149,0.167,0.399,0.248,0.083,0.371,1610612747,Lakers,LAL,Los Angeles,240:00,0.399,0.248,0.083,0.314,0.529,0.349,0.149,0.208
2,0021700214,1610612747,Lakers,LAL,Los Angeles,240:00,0.399,0.248,0.083,0.314,0.529,0.349,0.149,0.208,1610612755,76ers,PHI,Philadelphia,240:00,0.529,0.349,0.149,0.167,0.399,0.248,0.083,0.371
1,0021700207,1610612739,Cavaliers,CLE,Cleveland,240:00,0.511,0.211,0.138,0.296,0.512,0.326,0.126,0.26,1610612766,Hornets,CHA,Charlotte,240:00,0.512,0.326,0.126,0.16,0.511,0.211,0.138,0.37
2,0021700207,1610612766,Hornets,CHA,Charlotte,240:00,0.512,0.326,0.126,0.16,0.511,0.211,0.138,0.37,1610612739,Cavaliers,CLE,Cleveland,240:00,0.511,0.211,0.138,0.296,0.512,0.326,0.126,0.26
1,0021700211,1610612761,Raptors,TOR,Toronto,240:00,0.697,0.263,0.21,0.194,0.56,0.154,0.138,0.289,1610612740,Pelicans,NOP,New Orleans,240:00,0.56,0.154,0.138,0.222,0.697,0.263,0.21,0.258
2,0021700211,1610612740,Pelicans,NOP,New Orleans,240:00,0.56,0.154,0.138,0.222,0.697,0.263,0.21,0.258,1610612761,Raptors,TOR,Toronto,240:00,0.697,0.263,0.21,0.194,0.56,0.154,0.138,0.289
1,0021700201,1610612738,Celtics,BOS,Boston,240:00,0.506,0.314,0.136,0.184,0.523,0.182,0.148,0.176,1610612751,Nets,BKN,Brooklyn,240:00,0.523,0.182,0.148,0.176,0.506,0.314,0.136,0.286
2,0021700201,1610612751,Nets,BKN,Brooklyn,240:00,0.523,0.182,0.148,0.176,0.506,0.314,0.136,0.286,1610612738,Celtics,BOS,Boston,240:00,0.506,0.314,0.136,0.184,0.523,0.182,0.148,0.176
1,0021700203,1610612759,Spurs,SAS,San Antonio,240:00,0.481,0.342,0.126,0.17,0.469,0.222,0.152,0.2,1610612742,Mavericks,DAL,Dallas,240:00,0.469,0.222,0.152,0.1,0.481,0.342,0.126,0.234
2,0021700203,1610612742,Mavericks,DAL,Dallas,240:00,0.469,0.222,0.152,0.1,0.481,0.342,0.126,0.234,1610612759,Spurs,SAS,San Antonio,240:00,0.481,0.342,0.126,0.17,0.469,0.222,0.152,0.2
1,0021700202,1610612761,Raptors,TOR,Toronto,240:00,0.615,0.538,0.124,0.119,0.494,0.519,0.186,0.367,1610612745,Rockets,HOU,Houston,240:00,0.494,0.519,0.186,0.286,0.615,0.538,0.124,0.143
2,0021700202,1610612745,Rockets,HOU,Houston,240:00,0.494,0.519,0.186,0.286,0.615,0.538,0.124,0.143,1610612761,Raptors,TOR,Toronto,240:00,0.615,0.538,0.124,0.119,0.494,0.519,0.186,0.367
1,0021700192,1610612764,Wizards,WAS,Washington,240:00,0.576,0.14,0.119,0.238,0.476,0.214,0.109,0.226,1610612758,Kings,SAC,Sacramento,240:00,0.476,0.214,0.109,0.189,0.576,0.14,0.119,0.31
2,0021700192,1610612758,Kings,SAC,Sacramento,240:00,0.476,0.214,0.109,0.189,0.576,0.14,0.119,0.31,1610612764,Wizards,WAS,Washington,240:00,0.576,0.14,0.119,0.238,0.476,0.214,0.109,0.226
1,0021700196,1610612756,Suns,PHX,Phoenix,240:00,0.426,0.211,0.155,0.177,0.5,0.141,0.153,0.196,1610612747,Lakers,LAL,Los Angeles,240:00,0.5,0.141,0.153,0.161,0.426,0.211,0.155,0.29
2,0021700196,1610612747,Lakers,LAL,Los Angeles,240:00,0.5,0.141,0.153,0.161,0.426,0.211,0.155,0.29,1610612756,Suns,PHX,Phoenix,240:00,0.426,0.211,0.155,0.177,0.5,0.141,0.153,0.196
1,0021700194,1610612749,Bucks,MIL,Milwaukee,240:00,0.561,0.305,0.117,0.227,0.559,0.276,0.163,0.256,1610612763,Grizzlies,MEM,Memphis,240:00,0.559,0.276,0.163,0.205,0.561,0.305,0.117,0.318
2,0021700194,1610612763,Grizzlies,MEM,Memphis,240:00,0.559,0.276,0.163,0.205,0.561,0.305,0.117,0.318,1610612749,Bucks,MIL,Milwaukee,240:00,0.561,0.305,0.117,0.227,0.559,0.276,0.163,0.256
1,0021700195,1610612740,Pelicans,NOP,New Orleans,240:00,0.633,0.227,0.201,0.194,0.557,0.103,0.165,0.319,1610612737,Hawks,ATL,Atlanta,240:00,0.557,0.103,0.165,0.213,0.633,0.227,0.201,0.278
2,0021700195,1610612737,Hawks,ATL,Atlanta,240:00,0.557,0.103,0.165,0.213,0.633,0.227,0.201,0.278,1610612740,Pelicans,NOP,New Orleans,240:00,0.633,0.227,0.201,0.194,0.557,0.103,0.165,0.319
1,0021700197,1610612762,Jazz,UTA,Utah,240:00,0.524,0.131,0.157,0.167,0.592,0.408,0.178,0.229,1610612750,Timberwolves,MIN,Minnesota,240:00,0.592,0.408,0.178,0.143,0.524,0.131,0.157,0.208
2,0021700197,1610612750,Timberwolves,MIN,Minnesota,240:00,0.592,0.408,0.178,0.143,0.524,0.131,0.157,0.208,1610612762,Jazz,UTA,Utah,240:00,0.524,0.131,0.157,0.167,0.592,0.408,0.178,0.229
1,0021700198,1610612757,Trail Blazers,POR,Portland,240:00,0.568,0.247,0.232,0.222,0.411,0.179,0.203,0.327,1610612743,Nuggets,DEN,Denver,240:00,0.411,0.179,0.203,0.218,0.568,0.247,0.232,0.278
2,0021700198,1610612743,Nuggets,DEN,Denver,240:00,0.411,0.179,0.203,0.218,0.568,0.247,0.232,0.278,1610612757,Trail Blazers,POR,Portland,240:00,0.568,0.247,0.232,0.222,0.411,0.179,0.203,0.327
1,0021700200,1610612755,76ers,PHI,Philadelphia,240:00,0.539,0.455,0.195,0.233,0.512,0.39,0.147,0.222,1610612746,Clippers,LAC,LA,240:00,0.512,0.39,0.147,0.167,0.539,0.455,0.195,0.372
2,0021700200,1610612746,Clippers,LAC,LA,240:00,0.512,0.39,0.147,0.167,0.539,0.455,0.195,0.372,1610612755,76ers,PHI,Philadelphia,240:00,0.539,0.455,0.195,0.233,0.512,0.39,0.147,0.222
1,0021700199,1610612753,Magic,ORL,Orlando,240:00,0.477,0.205,0.107,0.077,0.545,0.182,0.162,0.283,1610612744,Warriors,GSW,Golden State,240:00,0.545,0.182,0.162,0.261,0.477,0.205,0.107,0.173
2,0021700199,1610612744,Warriors,GSW,Golden State,240:00,0.545,0.182,0.162,0.261,0.477,0.205,0.107,0.173,1610612753,Magic,ORL,Orlando,240:00,0.477,0.205,0.107,0.077,0.545,0.182,0.162,0.283
1,0021700193,1610612752,Knicks,NYK,New York,240:00,0.477,0.25,0.167,0.25,0.489,0.25,0.193,0.327,1610612739,Cavaliers,CLE,Cleveland,240:00,0.489,0.25,0.193,0.255,0.477,0.25,0.167,0.308
2,0021700193,1610612739,Cavaliers,CLE,Cleveland,240:00,0.489,0.25,0.193,0.255,0.477,0.25,0.167,0.308,1610612752,Knicks,NYK,New York,240:00,0.477,0.25,0.167,0.25,0.489,0.25,0.193,0.327
1,0021700191,1610612760,Thunder,OKC,Oklahoma City,240:00,0.604,0.458,0.169,0.079,0.489,0.207,0.192,0.308,1610612742,Mavericks,DAL,Dallas,240:00,0.489,0.207,0.192,0.212,0.604,0.458,0.169,0.105
2,0021700191,1610612742,Mavericks,DAL,Dallas,240:00,0.489,0.207,0.192,0.212,0.604,0.458,0.169,0.105,1610612760,Thunder,OKC,Oklahoma City,240:00,0.604,0.458,0.169,0.079,0.489,0.207,0.192,0.308
1,0021700188,1610612761,Raptors,TOR,Toronto,240:00,0.536,0.333,0.189,0.154,0.46,0.218,0.157,0.377,1610612738,Celtics,BOS,Boston,240:00,0.46,0.218,0.157,0.283,0.536,0.333,0.189,0.179
2,0021700188,1610612738,Celtics,BOS,Boston,240:00,0.46,0.218,0.157,0.283,0.536,0.333,0.189,0.179,1610612761,Raptors,TOR,Toronto,240:00,0.536,0.333,0.189,0.154,0.46,0.218,0.157,0.377
1,0021700190,1610612754,Pacers,IND,Indiana,240:00,0.494,0.253,0.132,0.149,0.572,0.2,0.129,0.306,1610612745,Rockets,HOU,Houston,240:00,0.572,0.2,0.129,0.204,0.494,0.253,0.132,0.213
2,0021700190,1610612745,Rockets,HOU,Houston,240:00,0.572,0.2,0.129,0.204,0.494,0.253,0.132,0.213,1610612754,Pacers,IND,Indiana,240:00,0.494,0.253,0.132,0.149,0.572,0.2,0.129,0.306
1,0021700189,1610612748,Heat,MIA,Miami,240:00,0.506,0.178,0.091,0.132,0.563,0.23,0.133,0.286,1610612765,Pistons,DET,Detroit,240:00,0.563,0.23,0.133,0.224,0.506,0.178,0.091,0.17
2,0021700189,1610612765,Pistons,DET,Detroit,240:00,0.563,0.23,0.133,0.224,0.506,0.178,0.091,0.17,1610612748,Heat,MIA,Miami,240:00,0.506,0.178,0.091,0.132,0.563,0.23,0.133,0.286
1,0021700177,1610612764,Wizards,WAS,Washington,240:00,0.583,0.359,0.225,0.275,0.494,0.205,0.23,0.308,1610612737,Hawks,ATL,Atlanta,240:00,0.494,0.205,0.23,0.192,0.583,0.359,0.225,0.375
2,0021700177,1610612737,Hawks,ATL,Atlanta,240:00,0.494,0.205,0.23,0.192,0.583,0.359,0.225,0.375,1610612764,Wizards,WAS,Washington,240:00,0.583,0.359,0.225,0.275,0.494,0.205,0.23,0.308
1,0021700187,1610612762,Jazz,UTA,Utah,240:00,0.547,0.294,0.16,0.261,0.507,0.513,0.17,0.229,1610612751,Nets,BKN,Brooklyn,240:00,0.507,0.513,0.17,0.208,0.547,0.294,0.16,0.261
2,0021700187,1610612751,Nets,BKN,Brooklyn,240:00,0.507,0.513,0.17,0.208,0.547,0.294,0.16,0.261,1610612762,Jazz,UTA,Utah,240:00,0.547,0.294,0.16,0.261,0.507,0.513,0.17,0.229
1,0021700184,1610612755,76ers,PHI,Philadelphia,240:00,0.532,0.213,0.182,0.25,0.671,0.317,0.197,0.2,1610612744,Warriors,GSW,Golden State,240:00,0.671,0.317,0.197,0.114,0.532,0.213,0.182,0.25
2,0021700184,1610612744,Warriors,GSW,Golden State,240:00,0.671,0.317,0.197,0.114,0.532,0.213,0.182,0.25,1610612755,76ers,PHI,Philadelphia,240:00,0.532,0.213,0.182,0.25,0.671,0.317,0.197,0.2
1,0021700180,1610612763,Grizzlies,MEM,Memphis,240:00,0.519,0.228,0.196,0.114,0.542,0.337,0.151,0.229,1610612745,Rockets,HOU,Houston,240:00,0.542,0.337,0.151,0.229,0.519,0.228,0.196,0.182
2,0021700180,1610612745,Rockets,HOU,Houston,240:00,0.542,0.337,0.151,0.229,0.519,0.228,0.196,0.182,1610612763,Grizzlies,MEM,Memphis,240:00,0.519,0.228,0.196,0.114,0.542,0.337,0.151,0.229
1,0021700185,1610612753,Magic,ORL,Orlando,240:00,0.534,0.23,0.12,0.163,0.598,0.31,0.131,0.333,1610612743,Nuggets,DEN,Denver,240:00,0.598,0.31,0.131,0.289,0.534,0.23,0.12,0.204
2,0021700185,1610612743,Nuggets,DEN,Denver,240:00,0.598,0.31,0.131,0.289,0.534,0.23,0.12,0.204,1610612753,Magic,ORL,Orlando,240:00,0.534,0.23,0.12,0.163,0.598,0.31,0.131,0.333
1,0021700181,1610612742,Mavericks,DAL,Dallas,240:00,0.478,0.228,0.107,0.164,0.506,0.432,0.164,0.25,1610612739,Cavaliers,CLE,Cleveland,240:00,0.506,0.432,0.164,0.208,0.478,0.228,0.107,0.182
2,0021700181,1610612739,Cavaliers,CLE,Cleveland,240:00,0.506,0.432,0.164,0.208,0.478,0.228,0.107,0.182,1610612742,Mavericks,DAL,Dallas,240:00,0.478,0.228,0.107,0.164,0.506,0.432,0.164,0.25
1,0021700186,1610612756,Suns,PHX,Phoenix,240:00,0.593,0.279,0.167,0.167,0.427,0.365,0.106,0.333,1610612750,Timberwolves,MIN,Minnesota,240:00,0.427,0.365,0.106,0.317,0.593,0.279,0.167,0.262
2,0021700186,1610612750,Timberwolves,MIN,Minnesota,240:00,0.427,0.365,0.106,0.317,0.593,0.279,0.167,0.262,1610612756,Suns,PHX,Phoenix,240:00,0.593,0.279,0.167,0.167,0.427,0.365,0.106,0.333
1,0021700182,1610612749,Bucks,MIL,Milwaukee,240:00,0.447,0.306,0.155,0.167,0.459,0.5,0.218,0.3,1610612747,Lakers,LAL,Los Angeles,240:00,0.459,0.5,0.218,0.16,0.447,0.306,0.155,0.222
2,0021700182,1610612747,Lakers,LAL,Los Angeles,240:00,0.459,0.5,0.218,0.16,0.447,0.306,0.155,0.222,1610612749,Bucks,MIL,Milwaukee,240:00,0.447,0.306,0.155,0.167,0.459,0.5,0.218,0.3
1,0021700179,1610612758,Kings,SAC,Sacramento,240:00,0.419,0.375,0.137,0.22,0.589,0.167,0.11,0.261,1610612752,Knicks,NYK,New York,240:00,0.589,0.167,0.11,0.174,0.419,0.375,0.137,0.24
2,0021700179,1610612752,Knicks,NYK,New York,240:00,0.589,0.167,0.11,0.174,0.419,0.375,0.137,0.24,1610612758,Kings,SAC,Sacramento,240:00,0.419,0.375,0.137,0.22,0.589,0.167,0.11,0.261
1,0021700183,1610612759,Spurs,SAS,San Antonio,240:00,0.706,0.188,0.143,0.229,0.5,0.151,0.13,0.16,1610612741,Bulls,CHI,Chicago,240:00,0.5,0.151,0.13,0.1,0.706,0.188,0.143,0.257
2,0021700183,1610612741,Bulls,CHI,Chicago,240:00,0.5,0.151,0.13,0.1,0.706,0.188,0.143,0.257,1610612759,Spurs,SAS,San Antonio,240:00,0.706,0.188,0.143,0.229,0.5,0.151,0.13,0.16
1,0021700178,1610612740,Pelicans,NOP,New Orleans,240:00,0.575,0.3,0.218,0.2,0.465,0.314,0.118,0.17,1610612746,Clippers,LAC,LA,240:00,0.465,0.314,0.118,0.151,0.575,0.3,0.218,0.25
2,0021700178,1610612746,Clippers,LAC,LA,240:00,0.465,0.314,0.118,0.151,0.575,0.3,0.218,0.25,1610612740,Pelicans,NOP,New Orleans,240:00,0.575,0.3,0.218,0.2,0.465,0.314,0.118,0.17
1,0021700175,1610612762,Jazz,UTA,Utah,240:00,0.372,0.297,0.184,0.077,0.455,0.234,0.204,0.229,1610612748,Heat,MIA,Miami,240:00,0.455,0.234,0.204,0.146,0.372,0.297,0.184,0.173
2,0021700175,1610612748,Heat,MIA,Miami,240:00,0.455,0.234,0.204,0.146,0.372,0.297,0.184,0.173,1610612762,Jazz,UTA,Utah,240:00,0.372,0.297,0.184,0.077,0.455,0.234,0.204,0.229
1,0021700170,1610612766,Hornets,CHA,Charlotte,240:00,0.425,0.413,0.138,0.125,0.411,0.298,0.131,0.232,1610612738,Celtics,BOS,Boston,240:00,0.411,0.298,0.131,0.161,0.425,0.413,0.138,0.268
2,0021700170,1610612738,Celtics,BOS,Boston,240:00,0.411,0.298,0.131,0.161,0.425,0.413,0.138,0.268,1610612766,Hornets,CHA,Charlotte,240:00,0.425,0.413,0.138,0.125,0.411,0.298,0.131,0.232
1,0021700169,1610612765,Pistons,DET,Detroit,240:00,0.506,0.303,0.174,0.364,0.539,0.124,0.162,0.277,1610612737,Hawks,ATL,Atlanta,240:00,0.539,0.124,0.162,0.234,0.506,0.303,0.174,0.382
2,0021700169,1610612737,Hawks,ATL,Atlanta,240:00,0.539,0.124,0.162,0.234,0.506,0.303,0.174,0.382,1610612765,Pistons,DET,Detroit,240:00,0.506,0.303,0.174,0.364,0.539,0.124,0.162,0.277
1,0021700171,1610612754,Pacers,IND,Indiana,240:00,0.583,0.143,0.179,0.159,0.435,0.097,0.122,0.211,1610612741,Bulls,CHI,Chicago,240:00,0.435,0.097,0.122,0.193,0.583,0.143,0.179,0.25
2,0021700171,1610612741,Bulls,CHI,Chicago,240:00,0.435,0.097,0.122,0.193,0.583,0.143,0.179,0.25,1610612754,Pacers,IND,Indiana,240:00,0.583,0.143,0.179,0.159,0.435,0.097,0.122,0.211
1,0021700174,1610612756,Suns,PHX,Phoenix,240:00,0.495,0.266,0.139,0.231,0.604,0.524,0.161,0.244,1610612753,Magic,ORL,Orlando,240:00,0.604,0.524,0.161,0.156,0.495,0.266,0.139,0.25
2,0021700174,1610612753,Magic,ORL,Orlando,240:00,0.604,0.524,0.161,0.156,0.495,0.266,0.139,0.25,1610612756,Suns,PHX,Phoenix,240:00,0.495,0.266,0.139,0.231,0.604,0.524,0.161,0.244
1,0021700172,1610612760,Thunder,OKC,Oklahoma City,240:00,0.583,0.513,0.115,0.256,0.536,0.357,0.19,0.408,1610612746,Clippers,LAC,LA,240:00,0.536,0.357,0.19,0.327,0.583,0.513,0.115,0.302
2,0021700172,1610612746,Clippers,LAC,LA,240:00,0.536,0.357,0.19,0.327,0.583,0.513,0.115,0.302,1610612760,Thunder,OKC,Oklahoma City,240:00,0.583,0.513,0.115,0.256,0.536,0.357,0.19,0.408
1,0021700176,1610612757,Trail Blazers,POR,Portland,240:00,0.463,0.116,0.111,0.218,0.495,0.209,0.102,0.211,1610612751,Nets,BKN,Brooklyn,240:00,0.495,0.209,0.102,0.193,0.463,0.116,0.111,0.255
2,0021700176,1610612751,Nets,BKN,Brooklyn,240:00,0.495,0.209,0.102,0.193,0.463,0.116,0.111,0.255,1610612757,Trail Blazers,POR,Portland,240:00,0.463,0.116,0.111,0.218,0.495,0.209,0.102,0.211
1,0021700173,1610612759,Spurs,SAS,San Antonio,240:00,0.481,0.138,0.192,0.191,0.489,0.157,0.143,0.327,1610612749,Bucks,MIL,Milwaukee,240:00,0.489,0.157,0.143,0.212,0.481,0.138,0.192,0.191
2,0021700173,1610612749,Bucks,MIL,Milwaukee,240:00,0.489,0.157,0.143,0.212,0.481,0.138,0.192,0.191,1610612759,Spurs,SAS,San Antonio,240:00,0.481,0.138,0.192,0.191,0.489,0.157,0.143,0.327
1,0021700164,1610612764,Wizards,WAS,Washington,240:00,0.56,0.241,0.206,0.175,0.378,0.477,0.179,0.322,1610612747,Lakers,LAL,Los Angeles,240:00,0.378,0.477,0.179,0.288,0.56,0.241,0.206,0.225
2,0021700164,1610612747,Lakers,LAL,Los Angeles,240:00,0.378,0.477,0.179,0.288,0.56,0.241,0.206,0.225,1610612764,Wizards,WAS,Washington,240:00,0.56,0.241,0.206,0.175,0.378,0.477,0.179,0.322
1,0021700167,1610612758,Kings,SAC,Sacramento,240:00,0.495,0.301,0.085,0.143,0.511,0.31,0.165,0.264,1610612755,76ers,PHI,Philadelphia,240:00,0.511,0.31,0.165,0.245,0.495,0.301,0.085,0.232
2,0021700167,1610612755,76ers,PHI,Philadelphia,240:00,0.511,0.31,0.165,0.245,0.495,0.301,0.085,0.232,1610612758,Kings,SAC,Sacramento,240:00,0.495,0.301,0.085,0.143,0.511,0.31,0.165,0.264
1,0021700168,1610612760,Thunder,OKC,Oklahoma City,240:00,0.483,0.156,0.187,0.327,0.518,0.268,0.197,0.404,1610612743,Nuggets,DEN,Denver,240:00,0.518,0.268,0.197,0.298,0.483,0.156,0.187,0.4
2,0021700168,1610612743,Nuggets,DEN,Denver,240:00,0.518,0.268,0.197,0.298,0.483,0.156,0.187,0.4,1610612760,Thunder,OKC,Oklahoma City,240:00,0.483,0.156,0.187,0.327,0.518,0.268,0.197,0.404
1,0021700166,1610612745,Rockets,HOU,Houston,240:00,0.571,0.468,0.225,0.395,0.63,0.173,0.178,0.243,1610612739,Cavaliers,CLE,Cleveland,240:00,0.63,0.173,0.178,0.108,0.571,0.468,0.225,0.442
2,0021700166,1610612739,Cavaliers,CLE,Cleveland,240:00,0.63,0.173,0.178,0.108,0.571,0.468,0.225,0.442,1610612745,Rockets,HOU,Houston,240:00,0.571,0.468,0.225,0.395,0.63,0.173,0.178,0.243
1,0021700165,1610612761,Raptors,TOR,Toronto,240:00,0.541,0.235,0.109,0.179,0.616,0.305,0.136,0.093,1610612740,Pelicans,NOP,New Orleans,240:00,0.616,0.305,0.136,0.093,0.541,0.235,0.109,0.321
2,0021700165,1610612740,Pelicans,NOP,New Orleans,240:00,0.616,0.305,0.136,0.093,0.541,0.235,0.109,0.321,1610612761,Raptors,TOR,Toronto,240:00,0.541,0.235,0.109,0.179,0.616,0.305,0.136,0.093
1,0021700160,1610612753,Magic,ORL,Orlando,240:00,0.619,0.275,0.134,0.143,0.556,0.163,0.238,0.4,1610612752,Knicks,NYK,New York,240:00,0.556,0.163,0.238,0.3,0.619,0.275,0.134,0.238
2,0021700160,1610612752,Knicks,NYK,New York,240:00,0.556,0.163,0.238,0.3,0.619,0.275,0.134,0.238,1610612753,Magic,ORL,Orlando,240:00,0.619,0.275,0.134,0.143,0.556,0.163,0.238,0.4
1,0021700159,1610612754,Pacers,IND,Indiana,240:00,0.472,0.205,0.144,0.132,0.59,0.301,0.173,0.283,1610612765,Pistons,DET,Detroit,240:00,0.59,0.301,0.173,0.174,0.472,0.205,0.144,0.189
2,0021700159,1610612765,Pistons,DET,Detroit,240:00,0.59,0.301,0.173,0.174,0.472,0.205,0.144,0.189,1610612754,Pacers,IND,Indiana,240:00,0.472,0.205,0.144,0.132,0.59,0.301,0.173,0.283
1,0021700162,1610612756,Suns,PHX,Phoenix,240:00,0.523,0.341,0.104,0.111,0.605,0.432,0.149,0.268,1610612748,Heat,MIA,Miami,240:00,0.605,0.432,0.149,0.268,0.523,0.341,0.104,0.167
2,0021700162,1610612748,Heat,MIA,Miami,240:00,0.605,0.432,0.149,0.268,0.523,0.341,0.104,0.167,1610612756,Suns,PHX,Phoenix,240:00,0.523,0.341,0.104,0.111,0.605,0.432,0.149,0.268
1,0021700161,1610612747,Lakers,LAL,Los Angeles,240:00,0.465,0.271,0.194,0.24,0.423,0.316,0.128,0.391,1610612738,Celtics,BOS,Boston,240:00,0.423,0.316,0.128,0.25,0.465,0.271,0.194,0.26
2,0021700161,1610612738,Celtics,BOS,Boston,240:00,0.423,0.316,0.128,0.25,0.465,0.271,0.194,0.26,1610612747,Lakers,LAL,Los Angeles,240:00,0.465,0.271,0.194,0.24,0.423,0.316,0.128,0.391
1,0021700163,1610612750,Timberwolves,MIN,Minnesota,240:00,0.44,0.293,0.129,0.161,0.653,0.212,0.174,0.125,1610612744,Warriors,GSW,Golden State,240:00,0.653,0.212,0.174,0.075,0.44,0.293,0.129,0.232
2,0021700163,1610612744,Warriors,GSW,Golden State,240:00,0.653,0.212,0.174,0.075,0.44,0.293,0.129,0.232,1610612750,Timberwolves,MIN,Minnesota,240:00,0.44,0.293,0.129,0.161,0.653,0.212,0.174,0.125
1,0021700154,1610612759,Spurs,SAS,San Antonio,240:00,0.625,0.226,0.138,0.262,0.579,0.207,0.185,0.349,1610612746,Clippers,LAC,LA,240:00,0.579,0.207,0.185,0.233,0.625,0.226,0.138,0.262
2,0021700154,1610612746,Clippers,LAC,LA,240:00,0.579,0.207,0.185,0.233,0.625,0.226,0.138,0.262,1610612759,Spurs,SAS,San Antonio,240:00,0.625,0.226,0.138,0.262,0.579,0.207,0.185,0.349
1,0021700158,1610612758,Kings,SAC,Sacramento,240:00,0.525,0.152,0.225,0.116,0.395,0.267,0.163,0.254,1610612760,Thunder,OKC,Oklahoma City,240:00,0.395,0.267,0.163,0.153,0.525,0.152,0.225,0.14
2,0021700158,1610612760,Thunder,OKC,Oklahoma City,240:00,0.395,0.267,0.163,0.153,0.525,0.152,0.225,0.14,1610612758,Kings,SAC,Sacramento,240:00,0.525,0.152,0.225,0.116,0.395,0.267,0.163,0.254
1,0021700157,1610612757,Trail Blazers,POR,Portland,240:00,0.481,0.247,0.167,0.217,0.527,0.342,0.16,0.154,1610612763,Grizzlies,MEM,Memphis,240:00,0.527,0.342,0.16,0.128,0.481,0.247,0.167,0.304
2,0021700157,1610612763,Grizzlies,MEM,Memphis,240:00,0.527,0.342,0.16,0.128,0.481,0.247,0.167,0.304,1610612757,Trail Blazers,POR,Portland,240:00,0.481,0.247,0.167,0.217,0.527,0.342,0.16,0.154
1,0021700156,1610612762,Jazz,UTA,Utah,240:00,0.348,0.354,0.107,0.189,0.494,0.37,0.203,0.245,1610612755,76ers,PHI,Philadelphia,240:00,0.494,0.37,0.203,0.163,0.348,0.354,0.107,0.297
2,0021700156,1610612755,76ers,PHI,Philadelphia,240:00,0.494,0.37,0.203,0.163,0.348,0.354,0.107,0.297,1610612762,Jazz,UTA,Utah,240:00,0.348,0.354,0.107,0.189,0.494,0.37,0.203,0.245
1,0021700151,1610612764,Wizards,WAS,Washington,240:00,0.493,0.427,0.148,0.065,0.533,0.22,0.119,0.26,1610612742,Mavericks,DAL,Dallas,240:00,0.533,0.22,0.119,0.22,0.493,0.427,0.148,0.087
2,0021700151,1610612742,Mavericks,DAL,Dallas,240:00,0.533,0.22,0.119,0.22,0.493,0.427,0.148,0.087,1610612764,Wizards,WAS,Washington,240:00,0.493,0.427,0.148,0.065,0.533,0.22,0.119,0.26
1,0021700153,1610612761,Raptors,TOR,Toronto,240:00,0.623,0.296,0.159,0.171,0.569,0.35,0.151,0.256,1610612741,Bulls,CHI,Chicago,240:00,0.569,0.35,0.151,0.186,0.623,0.296,0.159,0.244
2,0021700153,1610612741,Bulls,CHI,Chicago,240:00,0.569,0.35,0.151,0.186,0.623,0.296,0.159,0.244,1610612761,Raptors,TOR,Toronto,240:00,0.623,0.296,0.159,0.171,0.569,0.35,0.151,0.256
1,0021700150,1610612740,Pelicans,NOP,New Orleans,240:00,0.586,0.253,0.132,0.234,0.522,0.194,0.109,0.314,1610612754,Pacers,IND,Indiana,240:00,0.522,0.194,0.109,0.216,0.586,0.253,0.132,0.319
2,0021700150,1610612754,Pacers,IND,Indiana,240:00,0.522,0.194,0.109,0.216,0.586,0.253,0.132,0.319,1610612740,Pelicans,NOP,New Orleans,240:00,0.586,0.253,0.132,0.234,0.522,0.194,0.109,0.314
1,0021700149,1610612749,Bucks,MIL,Milwaukee,240:00,0.645,0.193,0.163,0.205,0.555,0.463,0.13,0.356,1610612739,Cavaliers,CLE,Cleveland,240:00,0.555,0.463,0.13,0.267,0.645,0.193,0.163,0.256
2,0021700149,1610612739,Cavaliers,CLE,Cleveland,240:00,0.555,0.463,0.13,0.267,0.645,0.193,0.163,0.256,1610612749,Bucks,MIL,Milwaukee,240:00,0.645,0.193,0.163,0.205,0.555,0.463,0.13,0.356
1,0021700152,1610612752,Knicks,NYK,New York,240:00,0.68,0.28,0.17,0.182,0.544,0.187,0.138,0.4,1610612766,Hornets,CHA,Charlotte,240:00,0.544,0.187,0.138,0.34,0.68,0.28,0.17,0.273
2,0021700152,1610612766,Hornets,CHA,Charlotte,240:00,0.544,0.187,0.138,0.34,0.68,0.28,0.17,0.273,1610612752,Knicks,NYK,New York,240:00,0.68,0.28,0.17,0.182,0.544,0.187,0.138,0.4
1,0021700155,1610612743,Nuggets,DEN,Denver,240:00,0.522,0.215,0.17,0.17,0.489,0.247,0.216,0.245,1610612751,Nets,BKN,Brooklyn,240:00,0.489,0.247,0.216,0.151,0.522,0.215,0.17,0.208
